SRIASupplierID,Name,VPManager,Crunchbase,Ticker,CompanyID,CreatedAt,UpdatedAt,State,Industry,EmployeeCount
665,LendingStandard,"Jon Buckbee",formzapper,NULL,665,"2019-10-22 03:22:35","2022-01-11 03:09:53",KS,Lending,"1 to 50 Employees"
666,"Letter Friend, LLC","Jim Martin",NULL,NULL,666,"2019-10-22 03:22:35","2022-01-10 19:06:45","NJ  ",NULL,"1 to 50 Employees"
667,"LEVEL ACCESS, INC.","Jim Martin",level-access,NULL,667,"2019-10-22 03:22:35","2022-01-11 06:17:10",VA,"IT Services","51 to 200 Employees"
668,"LIFE INSURANCE COMPANY OF NORTH AMERICA","Courtnee Smith",NULL,NULL,668,"2019-10-22 03:22:35","2022-01-10 19:06:46","PA  ","Insurance Carriers","1001 to 5000 Employees"
669,"LIKEABLE MEDIA LLC","Jim Martin",NULL,NULL,669,"2019-10-22 03:22:35","2022-01-10 19:06:46","MA  ","Advertising & Marketing","1 to 50 Employees"
670,"Lionbridge Technologies (HR)","Courtnee Smith",lionbridge,LIOX,670,"2019-10-22 03:22:35","2022-01-10 19:06:47","MA  ","IT Services","5001 to 10000 Employees"
671,LISTENGAGE,"Jim Martin",NULL,NULL,671,"2019-10-22 03:22:35","2022-01-10 19:06:47","MA  ","Advertising & Marketing","1 to 50 Employees"
672,"Vector Solutions","Jim Gorzalski",livesafe,NULL,672,"2019-10-22 03:22:35","2022-01-11 06:17:10",,Unknown,NULL
673,"loanDepot.com, LLC","Jim Gorzalski",loandepot,LDI,673,"2019-10-22 03:22:35","2022-01-11 03:09:52","CA  ",Lending,"5001 to 10000 Employees"
674,"LOB, Inc.","Jim Martin",lob,NULL,674,"2019-10-22 03:22:35","2022-01-11 06:17:10",,"Computer Hardware & Software","51 to 200 Employees"
675,"LogsHero Ltd. - UK","Robert Harding",logz-io,NULL,675,"2019-10-22 03:22:35","2022-01-10 19:06:49",,"Computer Hardware & Software","201 to 500 Employees"
677,"LookingGlass Cyber Solutions, Inc.","Jim Gorzalski",lookingglass-cyber-solutions,NULL,677,"2019-10-22 03:22:35","2022-01-11 06:17:10",MD,"IT Services","201 to 500 Employees"
678,"Lowell - UK","Robert Harding",lowell-group,NULL,678,"2019-10-22 03:22:35","2022-01-10 19:06:51",,"Financial Transaction Processing","1001 to 5000 Employees"
679,"LSC Communications Inc. US, LLC","Jim Martin",lsc-communications,LKSD,679,"2019-10-22 03:22:35","2022-01-10 19:06:51","IL  ","Miscellaneous Manufacturing","10000+ Employees"
680,"Accruent LLC","Courtnee Smith",lucernex,NULL,680,"2019-10-22 03:22:35","2022-01-11 03:09:52","TX  ","Enterprise Software & Network Solutions","51 to 200 Employees"
681,"Lucid Software Inc.","Courtnee Smith",lucidchart,NULL,681,"2019-10-22 03:22:35","2022-01-11 06:17:09","UT  ","Computer Hardware & Software","501 to 1000 Employees"
682,LumApps,"Courtnee Smith",NULL,NULL,682,"2019-10-22 03:22:35","2022-01-10 19:06:53","NY  ","Enterprise Software & Network Solutions","201 to 500 Employees"
683,"MacStadium, Inc.","Courtnee Smith",macstadium,NULL,683,"2019-10-22 03:22:35","2022-01-11 06:17:09",,"Computer Hardware & Software","51 to 200 Employees"
684,"MANHEIM (AUTO AUCTION)","Jim Gorzalski",NULL,NULL,684,"2019-10-22 03:22:35","2022-01-10 19:06:54",,Wholesale,"10000+ Employees"
685,"MaritzCX LLC","Gregory Desautels",martizcx,NULL,685,"2019-10-22 03:22:35","2022-01-11 03:09:52","MO  ","Enterprise Software & Network Solutions",NULL
686,MarketBridge,"Jim Martin",marketbridge,NULL,686,"2019-10-22 03:22:35","2022-01-11 06:17:09",,"Enterprise Software & Network Solutions","51 to 200 Employees"
688,"MARKETO INC","Jim Gorzalski",marketo,MKTO,688,"2019-10-22 03:22:35","2022-01-11 06:17:09",CA,NULL,"1001 to 5000 Employees"
691,"MARSH USA","Jim Martin",marsh-2,NULL,691,"2019-10-22 03:22:36","2022-01-10 19:06:57","IL  ","Insurance Agencies & Brokerages","10000+ Employees"
692,"Maven Wave Partners LLC","Jon Buckbee",maven-wave,NULL,692,"2019-10-22 03:22:36","2022-01-10 19:06:58",,Consulting,"201 to 500 Employees"
693,"MAXICARE HEALTHCARE CORPORATION","Courtnee Smith",NULL,NULL,693,"2019-10-22 03:22:36","2022-01-10 19:06:58",,"Health Care Services & Hospitals","201 to 500 Employees"
694,"MaxVal Group, Inc.","Jim Martin",maxval-group-inc,NULL,694,"2019-10-22 03:22:36","2022-01-11 03:09:51",CA,"IT Services","201 to 500 Employees"
695,McAfee,"Courtnee Smith",mcafee,MCFE,695,"2019-10-22 03:22:36","2022-01-11 06:17:09","CA  ","Computer Hardware & Software",NULL
696,McCollisters,"Jim Gorzalski",NULL,NULL,696,"2019-10-22 03:22:36","2022-01-10 19:06:59","CA  ",Trucking,"1 to 50 Employees"
698,Medallia,"Gregory Desautels",medallia,MDLA,698,"2019-10-22 03:22:36","2022-01-11 06:17:01","CA  ","Enterprise Software & Network Solutions","1001 to 5000 Employees"
699,Menards,"Jim Martin",menards,NULL,699,"2019-10-22 03:22:36","2022-01-11 03:09:51","WI  ","Home Centers & Hardware Stores","10000+ Employees"
700,"Mercer Human Resource Consulting, Inc.","Courtnee Smith",NULL,NULL,700,"2019-10-22 03:22:36","2022-01-10 19:07:03","MA  ",Consulting,"10000+ Employees"
702,"Metacom Business Process Outsourcing Solutions","Peter Hayden",metacom-a658,NULL,702,"2019-10-22 03:22:36","2022-01-10 19:07:04",,NULL,"1001 to 5000 Employees"
703,"MetricStream Inc.","Jim Martin",metricstream,NULL,703,"2019-10-22 03:22:36","2022-01-11 06:17:01","CA  ","Enterprise Software & Network Solutions",NULL
704,"Microdynamics Group","Jim Gorzalski",microdynamics-group,NULL,704,"2019-10-22 03:22:36","2022-01-11 03:09:51",,Unknown,NULL
705,"Microsoft - UK",NULL,NULL,NULL,705,"2019-10-22 03:22:36","2022-01-10 19:07:05",,"Computer Hardware & Software",NULL
706,"Kantar UK Limited - UK","Lucy-Marie Hagues",NULL,NULL,706,"2019-10-22 03:22:36","2022-01-10 19:07:06",,"Advertising & Marketing",NULL
707,"Mimics Financial Software","Courtnee Smith",mimics-financial-software,NULL,707,"2019-10-22 03:22:36","2022-01-11 06:17:00","NM  ",NULL,"1 to 50 Employees"
708,"Mission Capital Advisors, LLC","Jim Martin",mission-capital-advisors,NULL,708,"2019-10-22 03:22:36","2022-01-11 03:09:51","NY  ",Consulting,"1 to 50 Employees"
709,MixPanel,"Jon Buckbee",mixpanel,NULL,709,"2019-10-22 03:22:36","2022-01-11 06:15:56",CA,"Enterprise Software & Network Solutions","201 to 500 Employees"
710,"MLT Aikins LLP","Mark Snyder",mlt-aikins,NULL,710,"2019-10-22 03:22:36","2022-01-10 19:07:08",,Legal,Unknown
711,"MMR RESEARCH ASSOCIATES","Jim Gorzalski",mmr-research-associates,NULL,711,"2019-10-22 03:22:36","2022-01-11 03:09:51","GA  ","Advertising & Marketing","201 to 500 Employees"
712,"Modis - UK","Robert Harding",NULL,NULL,712,"2019-10-22 03:22:36","2022-01-10 19:07:09",,"Staffing & Outsourcing","5001 to 10000 Employees"
714,"Monad Solutions, Inc.","Peter Hayden",NULL,NULL,714,"2019-10-22 03:22:36","2022-01-10 19:07:10",NULL,Consulting,"51 to 200 Employees"
717,"MONEYGRAM COAF","Jim Gorzalski",NULL,NULL,717,"2019-10-22 03:22:36","2022-01-10 19:07:11",,"Financial Transaction Processing","1001 to 5000 Employees"
719,"Moody's Investor Service","Courtnee Smith",moodys-analytics,NULL,719,"2019-10-22 03:22:36","2022-01-10 19:07:12",NY,"Financial Analytics & Research","5001 to 10000 Employees"
720,"Moody's Analytics (Lending Cloud fka WebEquity Solutions)","Jim Martin",moodys-analytics,NULL,720,"2019-10-22 03:22:36","2022-01-10 19:07:12",,"Financial Analytics & Research","5001 to 10000 Employees"
721,"Morgan Lewis & Bockius LLP","Matt Cooper",morgan-lewis,NULL,721,"2019-10-22 03:22:36","2022-01-10 19:07:13",PA,Legal,"1001 to 5000 Employees"
722,Morningstar,"Jim Gorzalski",morningstar,MORN,722,"2019-10-22 03:22:36","2022-01-11 03:09:51","IL  ","Financial Analytics & Research","5001 to 10000 Employees"
723,"Mother Advertising Limited - UK",NULL,NULL,NULL,723,"2019-10-22 03:22:36","2022-01-10 19:07:14",,"Motion Picture Production & Distribution","51 to 200 Employees"
724,MotionPoint,"Courtnee Smith",motionpoint,NULL,724,"2019-10-22 03:22:36","2022-01-11 06:15:54",FL,"Enterprise Software & Network Solutions","201 to 500 Employees"
725,"MOVABLE INC","Jim Martin",movableink,NULL,725,"2019-10-22 03:22:36","2022-01-11 03:07:44","NY  ","Advertising & Marketing","201 to 500 Employees"
726,"MPHASIS (MSOURCE CORPORATION) - UK","Robert Harding",mphasis,MPHASIS,726,"2019-10-22 03:22:36","2022-01-10 19:07:15","KA  ","IT Service","10000+ Employees"
727,"MPP Group Ltd.","Courtnee Smith",,NULL,727,"2019-10-22 03:22:36","2022-01-10 19:07:16",NULL,NULL,"1 to 50 Employees"
728,"MRI Software LLC","Robert Golden",mri-software,NULL,728,"2019-10-22 03:22:36","2022-01-11 06:13:07","OH  ","Computer Hardware & Software","1001 to 5000 Employees"
729,Murex,"Courtnee Smith",NULL,NULL,729,"2019-10-22 03:22:36","2022-01-10 19:07:17",,"Enterprise Software & Network Solutions","1001 to 5000 Employees"
730,"Murphy & McGonigle","Matt Cooper",murphy-mcgonigle-pc,NULL,730,"2019-10-22 03:22:36","2022-01-11 06:12:05",DC,NULL,"51 to 200 Employees"
733,"Natilik - UK","Lee Carr",natilik,NULL,733,"2019-10-22 03:22:36","2022-01-10 19:07:19",,"Enterprise Software & Network Solutions","201 to 500 Employees"
734,"National Cyber Forensics and Training Alliance (NCFTA)","Courtnee Smith",NULL,NULL,734,"2019-10-22 03:22:36","2022-01-10 19:07:19",,NULL,"201 to 500 Employees"
735,"NATIONAL TAX SEARCH","Jon Buckbee",NULL,NULL,735,"2019-10-22 03:22:36","2022-01-10 19:07:20","IL  ","Real Estate","1 to 50 Employees"
736,"National Westminster","Atma Iyer",NULL,NULL,736,"2019-10-22 03:22:36","2022-01-10 19:07:20",,"Banks & Credit Unions","10000+ Employees"
737,"Nationwide Title Clearing, Inc. (NTC)","Jim Gorzalski",nationwide-title-clearing-2,NULL,737,"2019-10-22 03:22:36","2022-01-10 19:07:21","FL  ","Real Estate","501 to 1000 Employees"
738,"NAVEX Global","Jim Martin",navex-global,NULL,738,"2019-10-22 03:22:36","2022-01-11 03:07:44","OR  ","Computer Hardware & Software","1001 to 5000 Employees"
740,"nCino, Inc.","Jim Martin",ncino,NCNO,740,"2019-10-22 03:22:36","2022-01-11 03:03:46","NC  ","Enterprise Software & Network Solutions","1001 to 5000 Employees"
741,"NCR CORPORATION","Jim Gorzalski",ncr,NCR,741,"2019-10-22 03:22:36","2022-01-11 06:08:23","GA  ","Computer Hardware & Software","10000+ Employees"
742,"Nerdwallet, Inc.","Jim Martin",nerdwallet,NRDS,742,"2019-10-22 03:22:36","2022-01-11 03:03:46","CA  ","Financial Analytics & Research","201 to 500 Employees"
743,NetApp,"Courtnee Smith",netapp,NTAP,743,"2019-10-22 03:22:36","2022-01-11 05:53:53","CA  ","Enterprise Software & Network Solutions","10000+ Employees"
745,"Netskope Inc., a Delaware Corporation","Courtnee Smith",netskope,NULL,745,"2019-10-22 03:22:36","2022-01-10 19:07:25","CA  ","Enterprise Software & Network Solutions","1001 to 5000 Employees"
746,NetSpend,"Jon Buckbee",netspend,NTSP,746,"2019-10-22 03:22:36","2022-01-11 05:43:52","TX  ","Financial Transaction Processing","501 to 1000 Employees"
747,Neustar,"Jim Martin",targusinfo,NULL,747,"2019-10-22 03:22:36","2022-01-11 03:03:45","VA  ",Internet,"1001 to 5000 Employees"
748,"NEW RELIC","Courtnee Smith",new-relic,NEWR,748,"2019-10-22 03:22:36","2022-01-11 05:40:46","CA  ","Computer Hardware & Software","1001 to 5000 Employees"
749,"Next Caller, Inc.","Jim Gorzalski",next-caller,NULL,749,"2019-10-22 03:22:36","2022-01-11 03:03:45",,"Enterprise Software & Network Solutions","1 to 50 Employees"
750,NextJump,"Courtnee Smith",NULL,NULL,750,"2019-10-22 03:22:36","2022-01-10 19:07:27",,Internet,"51 to 200 Employees"
751,NextSource,"Jon Buckbee",nextsource,NULL,751,"2019-10-22 03:22:36","2022-01-11 05:38:30",NY,"Staffing & Outsourcing","1001 to 5000 Employees"
752,"NICE - UK","Robert Harding",NULL,NULL,752,"2019-10-22 03:22:36","2022-01-10 19:07:28",HANT,"Enterprise Software & Network Solutions","1001 to 5000 Employees"
753,"Novogradac and Company LLP.","Jon Buckbee",novogradac,NULL,753,"2019-10-22 03:22:36","2022-01-10 19:07:29","CA  ",Accounting,"501 to 1000 Employees"
754,"O. C. TANNER","Courtnee Smith",o-c-tanner,NULL,754,"2019-10-22 03:22:36","2022-01-10 19:07:29","UT  ",Consulting,"1001 to 5000 Employees"
755,"ObservePoint, Inc.","Jim Martin",observepoint,NULL,755,"2019-10-22 03:22:36","2022-01-11 03:03:45","UT  ",Internet,"51 to 200 Employees"
757,"OCS AMERICA","Courtnee Smith",ocs-america,NULL,757,"2019-10-22 03:22:36","2022-01-10 19:07:30","NY  ",NULL,"1 to 50 Employees"
759,"One Door, Inc.","Jim Gorzalski",rbm-technologies,NULL,759,"2019-10-22 03:22:36","2022-01-11 03:03:45","MO  ","Enterprise Software & Network Solutions","51 to 200 Employees"
760,"OneStream Software LLC","Courtnee Smith",onestream-software,NULL,760,"2019-10-22 03:22:36","2022-01-11 05:38:30","MI  ","Enterprise Software & Network Solutions","501 to 1000 Employees"
761,"Open Dealer Exchange, LLC","Jim Gorzalski",open-dealer-exchange,NULL,761,"2019-10-22 03:22:36","2022-01-11 02:43:48",,"IT Services","51 to 200 Employees"
762,"Open Text Corporation - UK","Robert Harding",NULL,NULL,762,"2019-10-22 03:22:36","2022-01-10 19:07:33",BERK,"Enterprise Software & Network Solutions","10000+ Employees"
763,OpenCorporates,"Jim Martin",opencorporates,NULL,763,"2019-10-22 03:22:36","2022-01-11 03:03:44",,Internet,"1 to 50 Employees"
764,"Optimal Workshop Ltd.","Jim Martin",optimal-workshop,NULL,764,"2019-10-22 03:22:36","2022-01-11 05:38:29",,NULL,"51 to 200 Employees"
765,"CDN-OPTIMIZELY INC","Jennifer R Jackson",optimizely,NULL,765,"2019-10-22 03:22:36","2022-01-11 03:03:44","CA  ","Computer Hardware & Software",NULL
766,"Opus Global, Inc.","Jon Buckbee",alacra,NULL,766,"2019-10-22 03:22:36","2022-01-11 05:38:29",,"Enterprise Software & Network Solutions","201 to 500 Employees"
767,"Oracle Corporation","Courtnee Smith",oracle,ORCL,767,"2019-10-22 03:22:36","2022-01-10 19:07:35","CA  ","Enterprise Software & Network Solutions","10000+ Employees"
768,"Origina Limited","Courtnee Smith",NULL,NULL,768,"2019-10-22 03:22:36","2022-01-10 19:07:36","CA  ","IT Services","51 to 200 Employees"
769,ORX,"Jim Martin",orx,NULL,769,"2019-10-22 03:22:36","2022-01-10 19:07:36","GE  ","Industrial Manufacturing","51 to 200 Employees"
770,"Outlier AI, Inc.","Jim Martin",outlier,NULL,770,"2019-10-22 03:22:36","2022-01-10 19:07:37",,"Enterprise Software & Network Solutions","1 to 50 Employees"
772,"OYSTER CONSULTING","Jon Buckbee",NULL,NULL,772,"2019-10-22 03:22:36","2022-01-10 19:07:38","VA  ",NULL,Unknown
773,"P.K. Willis","Jim Gorzalski",NULL,NULL,773,"2019-10-22 03:22:36","2022-01-10 19:07:38","CA  ","Financial Analytics & Research","201 to 500 Employees"
774,"Palo Alto Networks","Courtnee Smith",palo-alto-networks,PANW,774,"2019-10-22 03:22:36","2022-01-11 03:03:44","TX  ","Enterprise Software & Network Solutions","10000+ Employees"
776,"PAPIRFLY LTD","Jim Martin",papirfly,NULL,776,"2019-10-22 03:22:36","2022-01-11 03:03:44",,"Enterprise Software & Network Solutions","1 to 50 Employees"
777,"Park Place Technologies, LLC","Courtnee Smith",park-place-technologies,NULL,777,"2019-10-22 03:22:36","2022-01-11 05:38:29","OH  ","IT Services","1001 to 5000 Employees"
778,PartnerCentric,"Jim Martin",schaaf-partnercentric,NULL,778,"2019-10-22 03:22:36","2022-01-11 03:03:44",TX,"Advertising & Marketing","1 to 50 Employees"
779,"Party Of 2, LLC d/b/a Pop2Life","Marc Mentry",pop2life,NULL,779,"2019-10-22 03:22:36","2022-01-10 19:07:40",NY,"Advertising & Marketing","1 to 50 Employees"
780,"Payfone, Inc.","Jim Martin",proveidentity,NULL,780,"2019-10-22 03:22:36","2022-01-11 05:38:29","NY  ","Enterprise Software & Network Solutions","51 to 200 Employees"
782,"PCM, Inc.","Courtnee Smith",pcm-3,PCMI,782,"2019-10-22 03:22:36","2022-01-11 05:38:29","VA  ","IT Services","1001 to 5000 Employees"
783,"Pega Systems (fka Chordiant)","Courtnee Smith",pegasystems,PEGA,783,"2019-10-22 03:22:36","2022-01-10 19:07:42","MA  ","Enterprise Software & Network Solutions","1001 to 5000 Employees"
784,"Pendo.io, Inc.","Courtnee Smith",pendo-io,NULL,784,"2019-10-22 03:22:36","2022-01-10 19:07:43","NC  ","Enterprise Software & Network Solutions","501 to 1000 Employees"
786,"Peoplefluent (fka Authoria)","Courtnee Smith",peoplefluent,NULL,786,"2019-10-22 03:22:36","2022-01-10 19:07:44",MA,"Enterprise Software & Network Solutions","201 to 500 Employees"
788,"Perfect Plastic Partners","Jim Martin",NULL,NULL,788,"2019-10-22 03:22:36","2022-01-10 19:07:45","IL  ","Industrial Manufacturing","51 to 200 Employees"
789,"PERSADO INC","Jim Martin",persado,NULL,789,"2019-10-22 03:22:36","2022-01-11 03:03:44","NY  ",Internet,"201 to 500 Employees"
790,PERSONALYSIS,"Courtnee Smith",NULL,NULL,790,"2019-10-22 03:22:36","2022-01-10 19:07:46",,NULL,Unknown
791,"Philippines Long Distance Telephone Company (PLDT)","Courtnee Smith",pldt,NULL,791,"2019-10-22 03:22:36","2022-01-10 19:07:46",,"Telecommunications Services","10000+ Employees"
792,"PHILLIPS & COHEN ASSOCIATES, LTD. - UK","Robert Harding",NULL,NULL,792,"2019-10-22 03:22:36","2022-01-10 19:07:47",LANC,"Advertising & Marketing","201 to 500 Employees"
793,"Phishlabs aka eCrimes Management Services","Courtnee Smith",phishlabs,NULL,793,"2019-10-22 03:22:36","2022-01-10 19:07:47",,"IT Service","51 to 200 Employees"
794,"Pindrop Security","Jim Gorzalski",pindrop-security,NULL,794,"2019-10-22 03:22:36","2022-01-10 19:07:48","GA  ","Enterprise Software & Network Solutions","201 to 500 Employees"
795,"Pinterest Inc.",NULL,pinterest,PINS,795,"2019-10-22 03:22:36","2022-01-10 19:07:48",CA,Internet,"1001 to 5000 Employees"
797,"Pipefy, Inc.","Courtnee Smith",pipefy,NULL,797,"2019-10-22 03:22:36","2022-01-11 03:03:43",DE,"Computer Hardware & Software","201 to 500 Employees"
798,"Plan Administrators Inc (PAi)","Jim Gorzalski",NULL,NULL,798,"2019-10-22 03:22:36","2022-01-10 19:07:49",WI,"Investment Banking & Asset Management","51 to 200 Employees"
799,Pluralsight,"Courtnee Smith",pluralsight,PS,799,"2019-10-22 03:22:36","2022-01-11 05:38:29","UT  ","Computer Hardware & Software","1001 to 5000 Employees"
800,"Plus Relocation Services","Courtnee Smith",plus-relocation,NULL,800,"2019-10-22 03:22:36","2022-01-11 03:03:43","MN  ",,NULL
801,"Plutora, Inc.","Jim Martin",plutora,NULL,801,"2019-10-22 03:22:36","2022-01-11 05:38:28",,"Enterprise Software & Network Solutions",NULL
803,"POLYPATHS LLC","Courtnee Smith",NULL,NULL,803,"2019-10-22 03:22:36","2022-01-10 19:07:52","NY  ","Advertising & Marketing","1 to 50 Employees"
804,"Poppulo, Inc.","Courtnee Smith",NULL,NULL,804,"2019-10-22 03:22:36","2022-01-10 19:07:52","MA  ","Enterprise Software & Network Solutions","51 to 200 Employees"
806,POSSIBLENOW,"Courtnee Smith",possiblenow,NULL,806,"2019-10-22 03:22:36","2022-01-11 03:03:43","GA  ","Computer Hardware & Software","51 to 200 Employees"
809,"Postmates Inc.","Jim Martin",postmates,NULL,809,"2019-10-22 03:22:36","2022-01-11 03:03:43",CA,"Express Delivery Services","1001 to 5000 Employees"
810,PRA,"Robert Harding",pra-group-uk,NULL,810,"2019-10-22 03:22:36","2022-01-10 19:07:55",,"Biotech & Pharmaceuticals","10000+ Employees"
811,"Premise Health (fka.Take Care Health Systems)","Courtnee Smith",NULL,NULL,811,"2019-10-22 03:22:36","2022-01-10 19:07:55","TN  ","Health Care Services & Hospitals","5001 to 10000 Employees"
812,PRESIDIO,"Courtnee Smith",NULL,NULL,812,"2019-10-22 03:22:37","2022-01-10 19:07:56",NY,"IT Services",NULL
814,"PricewaterhouseCoopers LLP (PWC) - Preferred Supplier Pool (PSP)","Jon Buckbee",pwc,NULL,814,"2019-10-22 03:22:37","2022-01-10 19:07:57",,Accounting,"10000+ Employees"
815,Primeritus,"Jim Gorzalski",primeritus-financial-services,NULL,815,"2019-10-22 03:22:37","2022-01-11 05:38:28","TN  ","Financial Transaction Processing","501 to 1000 Employees"
816,PRIZELOGIC,"Marc Mentry",prizelogic,NULL,816,"2019-10-22 03:22:37","2022-01-11 03:03:43",,"Advertising & Marketing","51 to 200 Employees"
817,"Proctor Financial, Inc.","Jon Buckbee",proctor-financial,NULL,817,"2019-10-22 03:22:37","2022-01-11 05:38:28","MA  ","Insurance Carriers","201 to 500 Employees"
818,"PromoVeritas Ltd - UK",NULL,NULL,NULL,818,"2019-10-22 03:22:37","2022-01-10 19:07:59",MIDD,NULL,"1 to 50 Employees"
819,PROOFPOINT,"Courtnee Smith",proofpoint,PFPT,819,"2019-10-22 03:22:37","2022-01-11 03:03:42","CA  ","Enterprise Software & Network Solutions","1001 to 5000 Employees"
821,"Prudent Insurance Broker","Courtnee Smith",prudent-insurance-brokers,NULL,821,"2019-10-22 03:22:37","2022-01-10 19:08:01",,"Insurance Operators","51 to 200 Employees"
